name,business_id,city,state,stars,categories
Godavari Columbus,4tRjGk1QqDFYmr3w5w2d-Q,Columbus,OH,2.5,"Halal, Restaurants, Indian"
Over the Counter,QwUO-RdXEJNtgEwhB8smBQ,Worthington,OH,4.5,"Restaurants, American (Traditional), American (New)"
Tupelo Honey,bboaP8RjD42Y_5zwnH9eNQ,Sandy Springs,GA,3.5,"Nightlife, American (New), Bars, Southern, Restaurants, Breakfast & Brunch"
Subway,tBujrrhtChBsjcFNdAAaMQ,Orlando,FL,4.0,"Sandwiches, Restaurants, Fast Food"
Falafel King,CnMFaUx_ALosYlhPA5eCHw,Vancouver,BC,3.5,"Restaurants, Falafel, Mediterranean"
McDonald's,WBFi8tbbDBMlKoeJxWYbZg,Boston,MA,2.0,"Restaurants, Food, Coffee & Tea, Burgers, Fast Food"
Main Street Collectors Mall & Soda Fountain,hnTzTvcDLXrMg1L03UwRcA,Milwaukie,OR,3.5,"Specialty Food, Shopping, Food, Antiques, Restaurants, Toy Stores, Diners, Flowers & Gifts"
Ginger Sushi,nV6nLxww8P3xAshYZmalZA,Vancouver,BC,4.0,"Sushi Bars, Japanese, Food, Restaurants"
Paradise Vegetarian Noodle House,tGHmMzH6Z9N9xtODk2D8ng,Burnaby,BC,4.0,"Vegetarian, Vietnamese, Restaurants, Vegan, Noodles"
North By Northwest Restaurant & Brewery - Stonelake,P3CFVL-yni3P74QtnHuVfA,Austin,TX,3.5,"Bars, Event Planning & Services, American (Traditional), Pizza, Nightlife, Gluten-Free, Restaurants, Arts & Entertainment, Breakfast & Brunch, Food, Party & Event Planning, Brewpubs, Venues & Event Spaces, Breweries, Music Venues"
Goody Glover's,vk9WSfHaXUkkLYe6GezDTw,Boston,MA,3.5,"Nightlife, Pubs, Bars"
Antique Table,EHBDrF-AIIyA_6fV4aNFpg,Lynn,MA,4.0,"Food, Italian, Restaurants"
Epoch Coffee,krzzyozIVGC7pX1lfVO40w,Austin,TX,4.0,"Delis, Coffee & Tea, Pets, Restaurants, Food, Cafes"
Papa John's Pizza,o4fqO8VGY0e3w8RX70HG3A,Orlando,FL,2.5,"Pizza, Restaurants"
Coffee Corner,62z7qV5NwAvW8ASOrPhMUQ,Hingham,MA,4.0,"Coffee & Tea, Food, Restaurants"
Roasters,0ukhgBeLATOo8b8lDobRGg,Atlanta,GA,4.0,"Southern, Restaurants"
The Richmond Bar,3QDW8CmqhCEvcSLPGNj6qg,Portland,OR,4.0,"Nightlife, Cocktail Bars, American (Traditional), Bars, Gastropubs, Restaurants"
Habibi sandwich,4WEA3wC8wIaVCssjidL7qA,Portland,OR,4.0,"Middle Eastern, Mediterranean, Food, Greek, Vegetarian, Restaurants, Food Trucks"
Domino's Pizza,JFeSTUoClEn1hj0-8vx6Ig,Austin,TX,3.0,"Restaurants, Pizza"
888 Pan Asian Restaurant,XNrAtQFU4vl9NA8GTlNonA,Austin,TX,4.0,"Soup, Asian Fusion, Pan Asian, Vietnamese, Food, Thai, Chinese, Restaurants, Sandwiches, Coffee & Tea"
Rimsky-Korsakoffee House,9JqVmVtv3MUj1GGbqFOGXA,Portland,OR,3.5,"Arts & Entertainment, Desserts, Coffee & Tea, Restaurants, Nightlife, Food, Music Venues"
Hopdoddy Burger Bar,67bZm-KQQCwSat7_jmiVbA,Austin,TX,4.0,"Food, Restaurants, Nightlife, Bars, Juice Bars & Smoothies, Burgers, Cocktail Bars"
King Crab Juicy Seafood,jHg7ZDzcxV2mYyf7XThk9w,Saugus,MA,3.5,"Southern, Restaurants, Seafood, Cajun/Creole"
Jimmy John's,qj8vpKcqq4-mprYIHrX5WA,Hapeville,GA,2.0,"Restaurants, Sandwiches, Fast Food, Delis"
Either/Or,jTodvww7b24mffT5yzozow,Portland,OR,4.0,"Coffee & Tea, Nightlife, Breakfast & Brunch, Bars, Food, Restaurants"
Avellino's,-4v7EsRnSK00sAgu6wxfgw,Medford,MA,3.5,"Event Planning & Services, Pizza, Caterers, Breakfast & Brunch, Italian, Restaurants"
McMenamins Greenway Pub,ZwgMgCiYXHb4Hl5lEbMmjg,Tigard,OR,3.0,"Restaurants, Beer, Wine & Spirits, Food, American (Traditional), Breweries"
Pappadeaux Seafood Kitchen,gAze3qbX9r7Hjc1ciO44xw,Marietta,GA,4.0,"Southern, Seafood, Restaurants, Cajun/Creole"
McFadden's,kQPplic4-XxqvpJoXPRDlQ,Portland,OR,2.5,"Bars, Dance Clubs, Irish, Pubs, Restaurants, Nightlife"
Subway,M8xWEDYjjsSt1jDBQZ52fw,Maitland,FL,3.0,"Restaurants, Sandwiches, Fast Food"
Wicked Lobsta,OZNncy0LlXOtfrfPy9ZHWA,Boston,MA,4.0,"Restaurants, Seafood"
Rickshaw Restaurants,dVCOmkX8pDUVb6ALBXtJdg,Surrey,BC,2.0,"Caterers, Restaurants, Event Planning & Services, Chinese"
El Camino's,LIb2bMiKa6Yq04QlVY_SJA,Vancouver,BC,3.5,"Latin American, Mexican, Restaurants"
Yami Sushi & Teriyaki,2kLtiN_ju1aODB3XmHcdBg,Gresham,OR,4.0,"Sushi Bars, Japanese, Restaurants"
DoubleTree Suites by Hilton Hotel Columbus Downtown,JzU3WY4xSMyt-BgQiOKAZw,Columbus,OH,2.5,"Restaurants, Event Planning & Services, Hotels, Hotels & Travel"
Salam Market and Bakery,G2CI2kKGj1JfMeVBqOXUEw,Columbus,OH,4.0,"Middle Eastern, Specialty Food, Ethnic Food, Food, Restaurants, Bakeries, Meat Shops, Imported Food"
Pizza Schmizza,EzfbrsSW_ZLGNpxlo-7V5g,Beaverton,OR,2.5,"Italian, Sandwiches, Pizza, Restaurants"
Yohachi Sushi,mj2f94MvQxu3koaYHE92EQ,North Vancouver,BC,3.5,"Japanese, Sushi Bars, Restaurants, Seafood"
Waffle House,_DevsjKkoXQJzXMJg3QNwQ,Atlanta,GA,3.0,"American (New), Diners, American (Traditional), Burgers, Restaurants, Waffles, Breakfast & Brunch"
Rafter's Restaurant,GQJuO--D5XB1m4HL21qqHg,Mount Sterling,OH,2.0,"Restaurants, American (New)"
Bubble Lishus Tea House,5LuSHON45FNQ1xVyaaUK3A,Vancouver,BC,5.0,"Food, Tea Rooms, Restaurants, Cafes"
Breakfast Table,RqtEy936GDBb0ddesDqKQg,Vancouver,BC,4.5,"Restaurants, Breakfast & Brunch"
Chipotle Mexican Grill,44lWPwdBCOU9nsApE9FbRA,Quincy,MA,2.5,"Fast Food, Food, Mexican, Tex-Mex, Restaurants"
FoodHeads,eUD2rCO5pfus19UN34Cgzw,Austin,TX,4.5,"Cafes, Food, Event Planning & Services, Tacos, Sandwiches, Restaurants, American (New), Mexican, Caterers, Delis, Breakfast & Brunch"
McDonald's,Yxsg8pWcbiCur_O5rVsBdw,Orlando,FL,2.5,"Fast Food, Food, Burgers, Restaurants, Coffee & Tea"
Panera Bread,8ynsPQlgZywMYTcJZp3cWw,Atlanta,GA,3.0,"Food, Soup, Bagels, Salad, Sandwiches, Restaurants, Cafes, Breakfast & Brunch"
Thurn's Specialty Meats,o--BmOO8fQI7qqCVOZS2IA,Columbus,OH,4.5,"Butcher, Specialty Food, Food, Restaurants, Delis, Meat Shops"
Kaldi's Coffee Roasting Co,8VBcjMG1ZKYtffdqn3mnZw,Atlanta,GA,3.5,"Coffee & Tea, Breakfast & Brunch, Sandwiches, Restaurants, Food"
Dairy Queen Grill & Chill,9OOUKrHlRtx9q5XQOuPMHg,Apopka,FL,2.5,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers"
La Peña,2gd5FJ6ACgaKp9jq2sI-aA,Austin,TX,4.0,"Museums, Restaurants, Arts & Crafts, Art Museums, Arts & Entertainment, Shopping, Tacos, Mexican, Art Galleries"
KFC,CekcHLuAzqEqqV2gvLCl-g,Portland,OR,2.5,"Chicken Shop, Fast Food, Southern, Restaurants, Chicken Wings"
To Dine For,IUaaU3KzeGPpHNqplQ_IHA,Hull,MA,5.0,"Mediterranean, Middle Eastern, Restaurants, Diners"
Sno Tea Caffè UCF,JATs8Jjazit2PjHuQpRboQ,Orlando,FL,4.5,"Shaved Ice, Restaurants, Ice Cream & Frozen Yogurt, Asian Fusion, Food, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea, Cafes"
Linda's Winter Park Diner,b4vuz32aXBGNuW8yJUQKOQ,Winter Park,FL,4.0,"Diners, Restaurants, American (Traditional)"
Teriyaki Express,0hW9nMGAZVW6n1uuRycVbg,Columbus,OH,2.5,"Japanese, Restaurants, Chinese"
Shrafft's Center Café,DGVP4xageO2dioAygU87Ag,Boston,MA,2.5,"Restaurants, Cafes, Food"
Ethno Restaurant Vayat,WmzMAWn7jbBHp2pn2y7KwA,Coquitlam,BC,4.5,"Modern European, German, Mediterranean, Restaurants"
Oishii Boston,bf-V94Y6ABoHz6SX7-N1_A,Boston,MA,4.0,"Sushi Bars, Restaurants, Japanese"
Panera Bread,cji15tzR3T34JulrBnuU4A,Beaverton,OR,3.0,"Bagels, Restaurants, Sandwiches, Breakfast & Brunch, Salad, Food, Soup"
Smoothie King,JSFgXIDaADEOmSyWTAxhsw,Sanford,FL,4.5,"Specialty Food, Restaurants, Fast Food, Juice Bars & Smoothies, Health Markets, Food, Ice Cream & Frozen Yogurt"
Pizzicato Pizza - Mt. Tabor,nwxscYojVLUW5Vy_QeIHGg,Portland,OR,3.5,"Restaurants, Food, Salad, Gluten-Free, Food Delivery Services, Pizza"
Tuffy's Bottle Shop & Lounge,we_K5JLjHqbudJkXjZXGfQ,Sanford,FL,4.0,"Breweries, Lounges, Food, Nightlife, Beer Bar, Bars, Brewpubs"
Chef T's Pub,YqhdWHl-hlfm3tCqrSiVRQ,Pickerington,OH,4.0,"Bars, Restaurants, Gastropubs, Pubs, Nightlife, American (New)"
Midnight Hookah,Im9STk5z9jkF1e9D3f9IRg,Columbus,OH,4.0,"Restaurants, Bars, Middle Eastern, Lebanese, Hookah Bars, Nightlife"
Pastimes,W_dsCGcdEaYAEl6H-i6_DA,Columbus,OH,3.5,"Nightlife, Sports Bars, Food, Restaurants, Pubs, Cocktail Bars, Beer, Wine & Spirits, American (Traditional), Bars"
Flower Child,MCd01xGZtmfSsH_RUj4pAA,Boulder,CO,4.5,"Restaurants, Salad, American (New), Vegetarian"
The Steeping Room,DqH8YuvcQF4jbsSdkgDM1Q,Austin,TX,4.0,"Coffee & Tea, Vegetarian, Restaurants, Tea Rooms, Gluten-Free, Food, American (New), Breakfast & Brunch"
Panda Express,3wCZzsr7y0JC0Wp5v7hJbQ,Cambridge,MA,3.5,"Fast Food, Restaurants, Chinese"
Asian Jazz,NQud4QVP3lByHDOv-8lxCA,Delta,BC,4.0,"Restaurants, Chinese, Asian Fusion"
Grant's Philly Cheesesteaks,S7jk5EaRSYfcz6vy1dAN_w,Portland,OR,4.0,"Sandwiches, Salad, Restaurants, Cheesesteaks"
Lucy Ethiopian Cafe,DzJumFwRmQKJOiLWHAZA9A,Boston,MA,4.0,"Internet Cafes, Restaurants, Coffee & Tea, Ethiopian, Food"
Bamboo,9BcYQ0lDr05WVx0p1X5gDA,Dedham,MA,3.5,"Chinese, Restaurants, Sushi Bars, Seafood, Buffets"
Spicy House,jt--tbrNwPWkSlSVttfMtQ,North Vancouver,BC,3.5,"Restaurants, Korean"
Cafe Eggstatic,GTj0GfyqMCZdwKtlFa7JfQ,Burnaby,BC,3.5,"Desserts, Bubble Tea, Cafes, Restaurants, Coffee & Tea, Food"
Sweet Coco G,7kbcpLvmhB7SFKaiHqmCgQ,Portland,OR,5.0,"Coffee & Tea, Cafes, Food, Bakeries, Desserts, Restaurants"
Grill On the Go,gHxNd-Rs7PzTE80M5bDAKg,Portland,OR,4.5,"Restaurants, Greek, Middle Eastern, Mediterranean"
Dave Johnson BBQ,hhLAoTUPw4rz2XwkhGteng,Atlanta,GA,1.5,"Restaurants, Barbeque"
Solly's Bagelry,KYOmr7kjpts9wb0m4kf3ag,Vancouver,BC,3.5,"Restaurants, Delis, Bakeries, Bagels, Food"
3 Doors Down Cafe & Lounge,jOGLlmkNSWHKS7OOyF5Hyg,Portland,OR,4.5,"Italian, Nightlife, Restaurants, Bars, Lounges, American (New)"
Eggs & Thai Café,sca7tyVH-Ctbk67zMRdGmg,Dedham,MA,4.0,"Food, Desserts, Restaurants, Breakfast & Brunch, Thai"
Little New Orleans Kitchen & Oyster Bar,c7a227mgBVqADO8QHq2B5Q,Orlando,FL,4.0,"Live/Raw Food, Cajun/Creole, Sandwiches, Restaurants, Seafood"
The Hammond Kitchen + Craft Bar,KLETU7wZ7qLrSMcwUQjfWA,Camas,WA,4.5,"Restaurants, Tapas/Small Plates, Breakfast & Brunch, Bars, Cocktail Bars, American (New), Nightlife"
Mama Brazil Cuisine - DBA under Hys Shrimp,LV1cmrUXmfy85jb9I-0abQ,Beaverton,OR,4.5,"Restaurants, Brazilian"
Dry Storage,IK7oBE3ZQPJ4jT_NsDdkeQ,Boulder,CO,4.5,"Coffee & Tea, Restaurants, Breakfast & Brunch, Food, Bakeries"
Dazzling Cafe,DtxcnHdxxuktlf6g4nhOSg,Richmond,BC,3.0,"Desserts, Food, Cafes, Restaurants"
Mi Lupita Taqueria,i1y7wPxRsmZY974mgRH7aQ,Del Valle,TX,5.0,"Restaurants, Food Trucks, Food, Mexican"
Nicholas Restaurant,fsKFkh6_TBnhdTmXQuk-gg,Portland,OR,4.0,"Event Planning & Services, Lebanese, Restaurants, Gluten-Free, Caterers, Mediterranean, Middle Eastern, Greek"
Italian House Restaurant,icI8Y1bNZLij6nD-984RJg,Orlando,FL,3.5,"Pizza, Chicken Wings, Restaurants, Italian"
Chili's,_kzkGOOjDCLms8OT_LSCnQ,Lafayette,CO,3.0,"Restaurants, Bars, Tex-Mex, American (New), Nightlife"
Lunada Mexican Grill & Cantina,jOHwZM0r85j67b9zxQLV9g,Hilliard,OH,3.5,"Latin American, Mexican, Restaurants"
O'Malley's Saloon & Grill,ailQiNEInrCFBOOvoBJ_mg,Portland,OR,3.5,"Bars, Pizza, Restaurants, Pubs, American (Traditional), Nightlife"
19th Hole,6hDDCSHITk-IIvV0gRhzOQ,Montverde,FL,4.0,"Restaurants, American (Traditional), Food"
Bean Around the World Coffees,Ew6WurJmhbyXHdF3KlwrFg,Vancouver,BC,3.5,"Coffee & Tea, Restaurants, Cafes, Food"
Delfino,5oUOPgwX1fyfCpoy2oqKLA,Roslindale,MA,4.0,"Barbeque, Restaurants, Italian"
Florida Room,I1Y5CsBDPHJqJXqVHMdg-Q,Portland,OR,3.5,"American (Traditional), Bars, Nightlife, Restaurants"
Tropical Cabana,5xjvDjN7s-FC00gkqAPqmA,Orlando,FL,5.0,"Restaurants, American (New), Buffets, Dominican, Caribbean, Latin American, Spanish"
Chronic Tacos,Zrtv4iTIeR7w3oGYlYnAnA,Orlando,FL,4.0,"Restaurants, Gluten-Free, Tacos, Mexican, Tapas/Small Plates"
Urdaneta,xv9nKiglddMKORzkgm3B8A,Portland,OR,4.5,"Bars, Restaurants, Basque, Spanish, Nightlife, Wine Bars, Tapas/Small Plates, Tapas Bars"
Broken Strings Brewery,tT6UUXOzH-361VU4chsxrA,Orlando,FL,4.5,"Tapas Bars, Food, Restaurants, Nightlife, Breweries, Pubs, Bars, Beer Bar"
P&R Restaurant And Ice Cream Parlor,NPuAE48_OhNxnpDi94dQIA,Boston,MA,3.5,"Vegetarian, Food, Restaurants, Caribbean, Ice Cream & Frozen Yogurt"
Wendy's,ChI-58FMmUrOIibf3Ae19g,Kissimmee,FL,1.5,"Restaurants, Fast Food, Burgers"
Big Daddy Bagels,d_QAGSWJXpspakDrvdkKQA,Boulder,CO,4.0,"Restaurants, Sandwiches, Bagels, Food, Bakeries"
McDonald's,bFDTgPlarnn_8Aj0p4lfZg,Apopka,FL,2.5,"Food, Coffee & Tea, Fast Food, Burgers, Restaurants"
Michi Ramen,t2OSdT_yrpi0lWPrvs6UMg,Austin,TX,3.5,"Japanese, Noodles, Soup, Restaurants, Ramen"
Asa Sushi,qyVFbtiVCBWdQBeqPVIkrQ,Vancouver,BC,3.0,"Restaurants, Sushi Bars, Japanese"
Bunk Bar Water,uns79hAoVWhoE3v8al3gwg,Portland,OR,3.5,"Arts & Entertainment, Restaurants, Bars, Music Venues, Nightlife, Sandwiches"
Bani Restaurant,AbijqIXmFadzJa5rPtyp6A,Roslindale,MA,3.5,"Latin American, Seafood, Caribbean, Dominican, Restaurants, Pizza"
Firebrand Saints,hGqMLoA1P7INNS9z-yvXSg,Cambridge,MA,3.5,"Bars, Coffee & Tea, Gastropubs, American (New), Nightlife, Restaurants, Food"
Cici's Pizza,657itQaRqATKY8AzeE9TgA,Sanford,FL,2.5,"American (Traditional), Pizza, Restaurants"
Cafe Bustelo,R_xr9HQ602sU6fz-KFIjsA,Orlando,FL,4.0,"Coffee & Tea, Cuban, Food, Restaurants, Cafes"
Topolino’s Terrace,DIpQItt1UW9oxvM73ROJ0Q,Lake Buena Vista,FL,4.5,"Restaurants, French, Italian, Breakfast & Brunch"
Quincy International Food,VXvAKfKq8ak5oVmhGJPPhw,Quincy,MA,3.5,"Halal, Barbeque, Specialty Food, Kebab, Food, Mediterranean, Syrian, Restaurants, Middle Eastern, International Grocery, Meat Shops"
Wendy's,Yb1ckg4nTcEIodpPfoVQeg,Chamblee,GA,2.5,"Restaurants, Burgers, Fast Food"
The Market by Food & Wine,YJk1-755eF2gT22ngAFwNQ,Atlanta,GA,2.5,"Southern, American (New), Restaurants, American (Traditional)"
Metropolitan Bistro & Bar,9wjVAkIjFCr0PGBheR_Xqg,Beaverton,OR,3.5,"Breakfast & Brunch, Burgers, Restaurants, Cafes, Modern European"
Trifecta On 3rd,5UrIw2HJe8Lbf2A_20inLg,Austin,TX,3.5,"Lounges, Bars, Pizza, Sports Bars, Nightlife, Restaurants"
McDonald's,3-RwBlkLQkgLY3vxoK_GFA,Grove City,OH,2.5,"Food, Coffee & Tea, Fast Food, Restaurants, Burgers"
Davidson's Casual Dining,2o1Cqyo93wYAQFZxnJjQsQ,Tigard,OR,3.5,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
FL Bakery,A_QkhCUmfcHWW5rLNI_51w,Kissimmee,FL,4.0,"Food, Bakeries, Breakfast & Brunch, Desserts, Restaurants"
La Tapatia Market,wPzUnWVsnBihKwPrqY579Q,Portland,OR,4.0,"Mexican, Restaurants, Grocery, Food"
Soy Grill Teriyaki,8W1IfqP3P3pSR6CbqbcjMg,Vancouver,WA,4.5,"Restaurants, Food, Desserts, Japanese, Korean"
Hat Yai,mLr1_UNkNL3jPieFim7OJg,Portland,OR,4.0,"Restaurants, Thai"
Mr. Hero,p8xnZDFWjnxROkBcIjEmYQ,Whitehall,OH,3.0,"Restaurants, Comfort Food, Sandwiches, Burgers"
McDonald's,PnTrQDK3q0pkKzgCaZSD4Q,Columbus,OH,2.0,"Burgers, Coffee & Tea, Restaurants, Food, Fast Food"
Taco Mac- Decatur,EVnA8iJdpK520y3vakAfYQ,Decatur,GA,2.5,"Nightlife, American (Traditional), Sports Bars, Bars, Restaurants, Tex-Mex, Chicken Wings, Cocktail Bars"
Ferrara Pizza and Pasta,gtT-wTqDvMnO123gU5Uk5Q,Orlando,FL,3.5,"Pizza, Italian, Restaurants, Breakfast & Brunch"
Miami Nice,no_UkSYx1j3qumlyqx48AQ,Portland,OR,4.5,"Restaurants, Vegetarian, Cuban, Latin American, Vegan"
The Muddy Charles Pub at MIT,suopVZZ_uvIwCaiDzBWurA,Cambridge,MA,4.0,"Nightlife, Bars, Pubs, Local Flavor"
Pizza Stop,oLQksdnmzMzRvX0l-9zTQA,Brookline,MA,4.0,"Restaurants, Pizza"
Lynwood Cafe,-2joeHbqY9TayADessQGwA,Randolph,MA,4.0,"Pizza, Cafes, Restaurants"
Tropical Smoothie Cafe,9CUY7vLe7jn0DLiUd8VlXA,Oviedo,FL,3.5,"Sandwiches, Juice Bars & Smoothies, Food, Restaurants"
Bon Me - One Kendall Square,ksdjqXIRNG-LJaxhp-Dj4Q,Cambridge,MA,3.5,"Food, Restaurants, Food Trucks, Noodles, Asian Fusion, Vietnamese, Salad"
Kingkong Korean BBQ,9XSBpAtfUHcGneYafxuvng,Vancouver,WA,3.5,"Barbeque, Korean, Restaurants"
Five Guys,CnJP5mdCU6Ml9u48bhLzuQ,Orlando,FL,4.0,"Restaurants, American (New), Fast Food, Burgers, Hot Dogs"
Noodles & Company,Ob-fEQNqWgCOxjDlW2jfWg,Columbus,OH,3.0,"Comfort Food, Italian, Pasta Shops, Fast Food, Asian Fusion, Noodles, American (New), Specialty Food, Salad, Restaurants, Mediterranean, American (Traditional), Food"
Boba Queen,yLq5VJtR3uNVoOyIRTl8JA,Orlando,FL,4.5,"Japanese Curry, Cafes, Japanese, Food, Bubble Tea, Restaurants"
Sonic Drive-In,x0fw-ITTDN9PS_lsqkqZLA,Columbus,OH,2.5,"Burgers, Fast Food, Food, Ice Cream & Frozen Yogurt, Restaurants"
S-H Donuts,wqowhFAa_8_k5l0xfqnkAw,Austin,TX,4.5,"Breakfast & Brunch, Donuts, Food, Restaurants"
Douzo,xFEyKgGkgOycAsJvVsUzVw,Boston,MA,4.0,"Pizza, Japanese, Restaurants, Sushi Bars, Vegetarian"
Nordstrom Espresso Bar,iSgAUUgF_RT2NEIXIluv5w,Portland,OR,4.5,"Food, Internet Cafes, Restaurants, Coffee & Tea"
Upham's House Of Pizza,mx3wzYXMWf6ffJNlrbsvKg,Dorchester,MA,2.0,"Restaurants, Wraps, Italian, Pizza, American (Traditional)"
Firehouse Subs,k1KHOn_ajwJeq-m4i43RVg,Orlando,FL,4.5,"Fast Food, Sandwiches, Delis, Restaurants"
C & C Lobster,Ki8h5bmHqhPN-88WtETHRA,Peabody,MA,5.0,"Food, Seafood Markets, Caterers, Restaurants, Seafood, Event Planning & Services, Specialty Food"
Whisper Creek Farm: The Kitchen,Di4uIhLijtGykb_07gioPw,Orlando,FL,4.0,"Sandwiches, Bars, Restaurants, Beer, Wine & Spirits, Wine Bars, Nightlife, American (New), Breweries, Tapas/Small Plates, Food, Comfort Food"
Starbucks,DUaejGPjzpo820EnSJZwxQ,Winter Park,FL,4.0,"Coffee & Tea, Restaurants, Breakfast & Brunch, Food"
Joury,ddKqU6sngBKrhNe51pxKQA,Alafaya,FL,4.5,"Restaurants, Cafes, Creperies, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Waffles, Desserts, Food"
il Molo,XPxn2iIYdJdc2ErCrWw-rQ,Boston,MA,4.5,"Restaurants, Seafood"
Wingstop,xnKYfwE4d5xY9RS6uPKuvg,Vancouver,WA,2.5,"Restaurants, Chicken Wings"
Frasca Food and Wine,uGldOBewiKoJij_--_u8aQ,Boulder,CO,4.0,"Nightlife, Wine Bars, Bars, Cocktail Bars, Italian, Restaurants"
Java Lords,iALhx2FJYHDsCaT3XcRXFA,Atlanta,GA,3.5,"Food, Nightlife, Restaurants, Coffee & Tea, Bars, Dive Bars"
Afra Grill,m8fAyb0ZcvsWiHeSDOnQSg,Columbus,OH,5.0,"African, Restaurants"
Wendy's,PMEk75bxQi_zWEE1X_lj7Q,Vancouver,WA,3.0,"Burgers, Fast Food, Hot Dogs, Restaurants"
Subway,eZ_HYhkvo-4jeeA1IDC_yg,Atlanta,GA,3.5,"Sandwiches, Restaurants, Fast Food"
Osio,MYmjlLFFhlybZF5mU17Cjw,Austin,TX,4.0,"Bubble Tea, Sushi Bars, Restaurants, Food, Korean, Japanese"
Pilgrim Public House,GaO7Flu2XkBYU3jXAmph_Q,Lake Oswego,OR,3.5,"Sandwiches, Restaurants, Burgers, Pubs, Sports Bars, Bars, Nightlife"
Chinese Dragon,3J2imN7dYqzYeDUEZdO08g,Boston,MA,3.0,"Restaurants, Chinese"
Better U Dining,evlc6Hz5FwFO4rKMD8c7JA,Kissimmee,FL,4.0,"Sandwiches, Food, Caribbean, Juice Bars & Smoothies, Vegetarian, Wraps, Vegan, Restaurants"
Leeann Chin,hlyEIumPAhahauIIKg69Xw,Atlanta,GA,2.0,"Restaurants, Chinese"
Joseph's Bakery,heOnU9JyY6d6q-5IqoYmHQ,South Boston,MA,3.5,"Bakeries, Restaurants, Event Planning & Services, Italian, Delis, Caterers, Food"
The Park At The Domain,tJcreajt7qe98DBqaFRsDA,Austin,TX,3.0,"Bars, Tacos, Nightlife, Mexican, American (New), Restaurants, Sports Bars"
Penn Station East Coast Subs,TPdY5Jl-84A7kpxYnGFkBQ,Columbus,OH,2.5,"Sandwiches, American (Traditional), Restaurants"
City Egg,Mir3sxK7GlPPTWnIdTtlpw,Columbus,OH,3.5,"Breakfast & Brunch, Restaurants"
Dempsey's Food & Spirits,TOjglgql2Uff5ZPzsW4kEA,Columbus,OH,4.0,"American (New), Restaurants, American (Traditional), Sandwiches, Breakfast & Brunch"
moonbowls,sxNeiY_7pNcZ6XV3iQxf9w,Columbus,OH,4.0,"Asian Fusion, Korean, Restaurants, Vegetarian, Gluten-Free, Vegan"
Subway,f7kMYGkucU9INjMFtxeEcw,Atlanta,GA,4.0,"Restaurants, Fast Food, Sandwiches"
Chick-fil-A,9b798mfNT8UoH1dAItHZzA,Atlanta,GA,2.5,"Restaurants, Fast Food"
Little Big Burger,8qNKfN6cX7Kb2jXh-k-fXw,Portland,OR,3.5,"Fast Food, Restaurants, Burgers"
The Melting Pot,6dMajspOB81g-7dBaaGMwA,Austin,TX,4.0,"Fondue, Salad, French, Cocktail Bars, Nightlife, Bars, Restaurants, American (New)"
Jimmy John's,W8oGeE-f6gP1mpa8PaeacQ,Columbus,OH,2.0,"Restaurants, Delis, Fast Food, Sandwiches"
Sandwich Works,e_k7qou_PL80kEbBaLB3Dg,Newton Center,MA,4.5,"Sandwiches, Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Food, Soup"
Dunkin',DhCbcPSjdu5UNCRNfvQFNg,Boston,MA,3.5,"Restaurants, Donuts, Food, Coffee & Tea"
A Perfect Taste,h2gwyr13kEtet_BwlPdHUg,Stoughton,MA,4.0,"Restaurants, Caterers, Event Planning & Services, Kosher"
The Vegan Yacht,erLD01SfdUbGWurNoJTAzw,Austin,TX,4.5,"American (Traditional), Gluten-Free, Vegan, Local Flavor, Vegetarian, Food Trucks, Restaurants, Food"
Starbucks,u3KNioGwZTboLxRKA4ZDDg,Lake Oswego,OR,3.5,"Food, Coffee & Tea, Restaurants"
Nowak's,z1RxkGJGGwK1LJnxhspVwA,Atlanta,GA,4.0,"American (New), Nightlife, Bars, Steakhouses, Restaurants, Seafood"
Leipzig Tavern,GiaHA28PNGoxtyG8k9we1w,Portland,OR,3.5,"Italian, Bars, Restaurants, Local Flavor, Nightlife, Pubs"
Dajen Eats,cieQvTPUvmvx_r_ht7JBLQ,Eatonville,FL,4.5,"Vegan, Restaurants, Ice Cream & Frozen Yogurt, Food, Caribbean"
Shahi Cafè,rH_-JJjvg_Llch8FMU2MEg,Austin,TX,4.0,"Mediterranean, Halal, Middle Eastern, Indian, Restaurants, Buffets"
Appethaizing,jJ_9wbbM1JAq_6yW-1gMww,Portland,OR,4.0,"Restaurants, Thai"
Family Garden Chinese Restaurant,kZAOjOOo_ldCX4y9poinig,Columbus,OH,4.0,"Restaurants, Chinese"
Menchie's Frozen Yogurt,XaYKw4DXjAy4ONyK8na8CA,Orlando,FL,4.5,"Ice Cream & Frozen Yogurt, Restaurants, Desserts, Cafes, Food"
Deli One,ESDoPlP6gydF_nJjQJSUrQ,Boston,MA,4.0,"Delis, Sandwiches, Restaurants"
The Commission Beer Chamber,wx2sgYP2SdD3H68gEEbVOQ,Orlando,FL,4.0,"Nightlife, Bars, Beer Bar, Breweries, Food, Brewpubs"
Figlio,mSBDEah8gSWAfZ335F0Wmg,Columbus,OH,4.0,"Restaurants, Italian"
